Position	51484e4a-6754-4d25-934c-7643a178ed76.rna_seq.genomic.gdc_realn.bam
chr18:51082682-51082794	
chr18:51078587-51078697	0
chr18:49878981-49879091	0
chr18:49825364-49825476	0
chr18:49591928-49592038	0
chr18:48951280-48951397	0
chr18:48950916-48951028	0
chr18:48921203-48921313	0
chr18:48040620-48040731	0
chr18:48027311-48027426	
chr18:47856091-47856203	0
chr18:47841095-47841206	
chr18:47155964-47156075	0
chr18:46808771-46808893	
chr18:45066619-45066735	
chr18:42043632-42043746	
chr18:36191700-36191820	0
chr18:36188866-36188988	1
chr18:36174688-36174802	
chr18:35992827-35992937	
chr18:35468398-35468512	0
chr18:35337162-35337274	0
chr18:35308060-35308175	0
chr18:35246657-35246773	
chr18:35241310-35241430	
chr18:35143021-35143139	
chr18:35102035-35102145	0
chr18:32266077-32266187	
chr18:31844687-31844802	0
chr18:31547292-31547405	0
chr18:31067200-31067316	0
chr18:31063280-31063399	
chr18:26169795-26169905	0
chr18:26168438-26168560	0
chr18:26016673-26016784	0
chr18:25062372-25062485	
chr18:24210916-24211031	0
chr18:24170286-24170396	0
chr18:24163025-24163136	
chr18:24099063-24099193	
chr18:24065943-24066056	
chr18:23521645-23521757	0
chr18:23482463-23482578	0
chr18:22201848-22201959	0
chr18:21655098-21655211	0
chr18:13567702-13567815	0
chr18:13122549-13122664	0
chr18:12986753-12986863	0
chr18:12986677-12986791	0
chr18:12457649-12457761	
chr18:12449251-12449362	
chr18:11895493-11895605	0
chr18:11882634-11882754	
chr18:11852563-11852677	0
chr18:10550954-10551065	
chr18:10488307-10488418	
chr18:9956988-9957099	
chr18:9954186-9954299	0
chr18:9861698-9861808	0
chr18:9861053-9861172	0
chr18:9859539-9859654	1
chr18:6925477-6925590	0
chr18:5292158-5292271	0
chr18:5240580-5240690	0
chr18:5239974-5240084	0
chr18:3458154-3458264	0
chr18:2947300-2947410	0
chr18:2735018-2735129	
chr18:692557-692672	0
chr18:671735-671845	0
chr18:431113-431227	
chr18:319894-320005	
chr18:319462-319575	
chr18:265255-265365	0
chr18:214056-214173	0
chr18:213468-213580	0
chr17:82829945-82830068	0
chr17:82727383-82727493	0
chr17:82665208-82665320	0
chr17:82603669-82603787	
chr17:82602819-82602929	0
chr17:81921648-81921758	0
chr17:81921509-81921621	0
chr17:81912007-81912118	0
chr17:81560647-81560761	0
chr17:81029801-81029911	
chr17:81003422-81003532	
chr17:80905129-80905240	0
chr17:80395189-80395303	0
chr17:80393819-80393930	0
chr17:79936859-79936990	0
chr17:79833224-79833344	1
chr17:79090719-79090829	
chr17:78675581-78675694	0
chr17:78423055-78423169	0
chr17:78224014-78224127	0
chr17:78106005-78106119	
chr17:78084273-78084389	
chr17:78004992-78005104	0
chr17:77215032-77215142	0
chr17:77151550-77151662	0
chr17:76733456-76733567	0
chr17:76565523-76565636	
chr17:76564630-76564742	0
chr17:76564073-76564196	0
chr17:76564009-76564120	0
chr17:76563703-76563851	0
chr17:76487202-76487316	0
chr17:76389816-76389928	0
chr17:76389686-76389801	0
chr17:75945738-75945848	0
chr17:75943166-75943285	0
chr17:75778068-75778181	0
chr17:75706006-75706116	0
chr17:75646529-75646641	0
chr17:75522824-75522940	0
chr17:75325972-75326084	0
chr17:75319397-75319514	0
chr17:75319266-75319382	0
chr17:75234747-75234857	0
chr17:75233353-75233469	0
chr17:75168081-75168195	0
chr17:75167910-75168022	0
chr17:75004377-75004492	0
chr17:74916946-74917056	
chr17:74768469-74768580	0
chr17:73284306-73284416	0
chr17:73207884-73207997	0
chr17:72404310-72404431	0
chr17:72126314-72126426	0
chr17:72126036-72126146	0
chr17:72125504-72125620	0
chr17:70103072-70103182	
chr17:69134838-69134949	
chr17:68585401-68585511	
chr17:68530975-68531086	0
chr17:68125836-68125951	0
chr17:67993423-67993533	0
chr17:67991931-67992043	0
chr17:67976029-67976141	0
chr17:67903805-67903917	0
chr17:67665795-67665912	0
chr17:67638897-67639007	0
chr17:67622464-67622584	0
chr17:67595402-67595517	0
chr17:67582534-67582648	0
chr17:67572702-67572817	0
chr17:67465939-67466066	0
chr17:67450325-67450437	0
chr17:67411032-67411148	0
chr17:67401804-67401922	0
chr17:67077437-67077548	
chr17:66446188-66446308	0
chr17:65529294-65529405	0
chr17:65056590-65056701	0
chr17:65009509-65009619	
chr17:64569250-64569363	0
chr17:64543220-64543336	0
chr17:64537631-64537743	
chr17:64530954-64531064	0
chr17:64499496-64499606	
chr17:64213117-64213228	0
chr17:63774193-63774309	0
chr17:63728855-63728969	0
chr17:63695039-63695157	0
chr17:63634669-63634779	0
chr17:63622432-63622547	0
chr17:62683815-62683927	0
chr17:62448731-62448841	0
chr17:61998875-61998999	0
chr17:61946156-61946266	0
chr17:61945230-61945340	0
chr17:61944629-61944740	0
chr17:61944322-61944438	0
chr17:61942606-61942719	0
chr17:61388580-61388690	0
chr17:60502963-60503079	0
chr17:60446870-60446982	0
chr17:59948610-59948720	0
chr17:59841827-59841937	0
chr17:59706625-59706739	0
chr17:59607842-59607959	0
chr17:59401111-59401222	
chr17:59397650-59397760	
chr17:59391467-59391578	0
chr17:59356253-59356369	0
chr17:59205023-59205135	0
chr17:58406705-58406819	0
chr17:58341979-58342091	
chr17:58003735-58003845	0
chr17:57979193-57979333	0
chr17:57973694-57973808	0
chr17:57973034-57973144	0
chr17:57972129-57972240	0
chr17:57945585-57945695	
chr17:57885628-57885739	
chr17:57862912-57863025	
chr17:57861753-57861863	
chr17:57684607-57684725	0
chr17:57684400-57684511	0
chr17:57683625-57683740	0
chr17:57681769-57681882	0
chr17:57121167-57121281	0
chr17:57120520-57120637	0
chr17:56938943-56939057	
chr17:56888448-56888560	0
chr17:55393201-55393316	
chr17:55324765-55324880	
chr17:54961914-54962025	0
chr17:54938764-54938874	0
chr17:51189104-51189215	
chr17:50999676-50999794	0
chr17:50999496-50999608	0
chr17:50965012-50965124	
chr17:50964537-50964654	
chr17:50964100-50964210	
chr17:50862870-50862980	0
chr17:50752273-50752391	0
chr17:50750973-50751084	0
chr17:50707666-50707777	0
chr17:50699830-50699941	0
chr17:50693300-50693410	0
chr17:50360521-50360640	
chr17:50184425-50184544	0
chr17:50150641-50150753	0
chr17:49599955-49600067	0
chr17:49599456-49599567	0
chr17:49599260-49599373	0
chr17:49344150-49344262	
chr17:49342504-49342621	
chr17:48928289-48928400	0
chr17:48893327-48893437	0
chr17:48607653-48607763	0
chr17:48598359-48598470	0
chr17:48575644-48575758	
chr17:48549849-48549960	0
chr17:48544283-48544394	
chr17:48338096-48338215	0
chr17:48059986-48060099	0
chr17:48050664-48050774	1
chr17:47951130-47951240	1
chr17:47947375-47947489	0
chr17:47684298-47684411	0
chr17:47683109-47683221	0
chr17:47622375-47622488	0
chr17:47312925-47313035	
chr17:47160177-47160296	0
chr17:47118434-47118545	0
chr17:47047997-47048114	
chr17:46550351-46550462	
chr17:46337721-46337831	0
chr17:46168301-46168416	0
chr17:46119273-46119387	0
chr17:46036674-46036787	0
chr17:46034228-46034338	0
chr17:46030540-46030654	0
chr17:46030097-46030207	
chr17:46029905-46030017	1
chr17:45515453-45515563	
chr17:45242017-45242143	0
chr17:45151256-45151367	0
chr17:45149044-45149154	0
chr17:44804250-44804362	
chr17:44801557-44801670	
chr17:44800883-44800998	
chr17:44799507-44799621	
chr17:44678240-44678356	
chr17:44677498-44677611	0
chr17:44502309-44502425	0
chr17:44442095-44442205	0
chr17:44442072-44442193	0
chr17:44396097-44396207	1
chr17:44219563-44219687	0
chr17:44215834-44215945	0
chr17:44207065-44207181	0
chr17:44206363-44206481	0
chr17:44035627-44035744	0
chr17:44015341-44015460	
chr17:43876588-43876706	
chr17:43768754-43768866	0
chr17:43766445-43766561	0
chr17:43764061-43764173	
chr17:43345992-43346105	
chr17:43298484-43298607	
chr17:43139178-43139292	0
chr17:43139127-43139240	0
chr17:42992164-42992275	0
chr17:42580687-42580802	0
chr17:42402615-42402730	0
chr17:42310728-42310851	0
chr17:42201474-42201604	0
chr17:42112466-42112576	0
chr17:42024727-42024841	0
chr17:41973954-41974074	0
chr17:41867314-41867427	0
chr17:40627668-40627779	0
chr17:40399456-40399569	0
chr17:40280602-40280715	0
chr17:40140323-40140480	
chr17:40135789-40135913	0
chr17:40131281-40131392	0
chr17:40122116-40122226	
chr17:40091181-40091321	0
chr17:39663419-39663534	0
chr17:39533024-39533136	0
chr17:39532411-39532521	0
chr17:39478013-39478128	0
chr17:39466913-39467043	0
chr17:39464739-39464852	0
chr17:39406509-39406625	0
chr17:39405409-39405522	0
chr17:39284879-39284991	0
chr17:39256929-39257048	0
chr17:39252717-39252834	0
chr17:38850046-38850157	0
chr17:38812798-38812909	0
chr17:38810510-38810620	0
chr17:38767337-38767448	0
chr17:38734532-38734642	0
chr17:38734477-38734590	0
chr17:38727180-38727290	0
chr17:38727083-38727199	1
chr17:38726321-38726452	0
chr17:38403932-38404042	0
chr17:38118303-38118426	0
chr17:37614053-37614163	0
chr17:37533409-37533519	0
chr17:37518855-37518965	1
chr17:37516611-37516729	0
chr17:37125754-37125866	0
chr17:36551159-36551273	0
chr17:35439430-35439544	0
chr17:35439004-35439115	0
chr17:35363579-35363690	
chr17:35271982-35272095	0
chr17:35266127-35266237	
chr17:35010695-35010811	0
chr17:35009536-35009650	0
chr17:34287777-34287887	0
chr17:32837204-32837317	0
chr17:32481760-32481870	0
chr17:32481455-32481570	0
chr17:32360586-32360696	0
chr17:32225386-32225496	0
chr17:32000582-32000699	0
chr17:31999694-31999806	0
chr17:31995715-31995826	0
chr17:31937356-31937473	0
chr17:31525096-31525207	0
chr17:31374962-31375079	1
chr17:31124926-31125039	0
chr17:31102317-31102427	0
chr17:30958837-30958951	0
chr17:30817386-30817496	0
chr17:30800557-30800671	0
chr17:30798334-30798444	0
chr17:30786151-30786263	0
chr17:30524486-30524596	0
chr17:30522543-30522659	0
chr17:30249061-30249171	0
chr17:29626232-29626347	0
chr17:29574078-29574190	0
chr17:29568646-29568756	0
chr17:29560610-29560722	
chr17:29550954-29551065	0
chr17:29550162-29550283	0
chr17:29274973-29275083	0
chr17:29264341-29264454	1
chr17:29262679-29262798	0
chr17:29261363-29261483	
chr17:29259539-29259652	1
chr17:29258017-29258129	0
chr17:29257468-29257580	0
chr17:29256614-29256727	
chr17:28951364-28951478	0
chr17:28828518-28828630	0
chr17:28757326-28757439	0
chr17:28756676-28756788	0
chr17:28603324-28603439	0
chr17:28553589-28553726	0
chr17:28345248-28345358	0
chr17:28326914-28327030	0
chr17:28326730-28326840	0
chr17:28196114-28196224	0
chr17:28194933-28195065	0
chr17:27313569-27313681	
chr17:27313388-27313505	0
chr17:27313235-27313345	0
chr17:27313204-27313319	0
chr17:27312990-27313105	0
chr17:27308157-27308269	0
chr17:21000992-21001109	1
chr17:19908598-19908708	
chr17:19905297-19905410	
chr17:19904980-19905091	
chr17:19325818-19325928	0
chr17:19246676-19246786	0
chr17:18968857-18968971	0
chr17:18735602-18735719	
chr17:18326012-18326124	0
chr17:18244191-18244305	0
chr17:17869258-17869373	0
chr17:17793729-17793870	0
chr17:17212736-17212846	0
chr17:17189451-17189563	0
chr17:17185701-17185811	
chr17:17136197-17136332	0
chr17:16456445-16456556	0
chr17:16456301-16456412	0
chr17:16454882-16454994	0
chr17:16441526-16441643	0
chr17:16270840-16270953	
chr17:16146520-16146630	0
chr17:16030443-16030554	
chr17:16000099-16000211	0
chr17:15788090-15788200	
chr17:15628358-15628472	0
chr17:15230747-15230862	0
chr17:14207301-14207415	0
chr17:14175151-14175264	0
chr17:10730211-10730323	
chr17:10150365-10150502	0
chr17:10133987-10134097	0
chr17:9565562-9565684	0
chr17:9240664-9240774	
chr17:8512451-8512566	0
chr17:8160687-8160801	0
chr17:8159770-8159881	0
chr17:7894201-7894314	0
chr17:7853631-7853746	0
chr17:7848490-7848623	0
chr17:7668786-7668904	0
chr17:7587922-7588034	0
chr17:7578650-7578766	0
chr17:7488336-7488453	0
chr17:7463000-7463111	0
chr17:7460061-7460172	0
chr17:7459724-7459834	0
chr17:7402969-7403079	0
chr17:7354478-7354606	0
chr17:7350561-7350676	0
chr17:7319675-7319785	0
chr17:7287065-7287194	
chr17:6452995-6453107	
chr17:6451823-6451935	
chr17:5441076-5441187	
chr17:5393069-5393179	0
chr17:5375049-5375166	0
chr17:5109685-5109798	0
chr17:5108470-5108583	0
chr17:4959285-4959401	0
chr17:4734169-4734284	0
chr17:4714077-4714189	0
chr17:4557261-4557381	0
chr17:4539294-4539412	0
chr17:4270601-4270711	0
chr17:4270499-4270617	
chr17:4270088-4270198	0
chr17:4143608-4143718	0
chr17:4143479-4143594	0
chr17:3912287-3912398	
chr17:3609272-3609400	0
chr17:3034927-3035044	0
chr17:2690412-2690528	0
chr17:2418147-2418274	0
chr17:2400889-2401003	0
chr17:2384594-2384706	0
chr17:2299857-2299968	0
chr17:2061952-2062064	0
chr17:2061415-2061525	0
chr17:2039015-2039129	0
chr17:1727996-1728108	0
chr17:1705923-1706035	0
chr17:1703005-1703118	0
chr17:1464765-1464880	0
chr17:1423410-1423524	0
chr17:1345239-1345357	0
chr17:1207200-1207311	0
chr17:1201627-1201741	0
chr17:1001529-1001639	0
chr17:924665-924788	0
chr17:890500-890611	0
chr17:800846-800956	0
chr17:754835-754946	
chr17:644537-644648	0
chr17:440993-441111	0
chr17:410561-410672	0
chr17:212648-212762	0
chr17:144205-144319	0
chr17:144098-144209	
chr16:89873719-89873829	0
chr16:89871036-89871147	1
chr16:89831349-89831465	0
chr16:89718669-89718783	0
chr16:89645483-89645595	0
chr16:89637951-89638063	0
chr16:89513466-89513579	0
chr16:88817198-88817308	0
chr16:88738675-88738786	0
chr16:88733937-88734052	0
chr16:88053523-88053640	0
chr16:86514199-86514311	0
chr16:86513497-86513607	0
chr16:85779283-85779399	0
chr16:85731641-85731755	
chr16:85710222-85710341	
chr16:85674540-85674651	0
chr16:85673428-85673544	0
chr16:85556111-85556222	0
chr16:84975697-84975807	0
chr16:84975399-84975511	0
chr16:84908630-84908753	0
chr16:84665198-84665311	
chr16:83795028-83795139	0
chr16:83206865-83206978	0
chr16:81711568-81711680	0
chr16:81710489-81710600	0
chr16:81445212-81445325	0
chr16:81046611-81046741	0
chr16:81045766-81045881	
chr16:81045178-81045289	0
chr16:81031125-81031235	0
chr16:81016736-81016857	0
chr16:80988756-80988866	0
chr16:79599858-79599984	0
chr16:79598405-79598521	1
chr16:79598240-79598355	0
chr16:79598115-79598225	0
chr16:79597999-79598109	0
chr16:79597750-79597861	0
chr16:79594589-79594702	0
chr16:79594358-79594473	0
chr16:79017656-79017766	0
chr16:78755184-78755297	0
chr16:78601391-78601503	1
chr16:78556211-78556326	0
chr16:78454439-78454558	0
chr16:78370445-78370556	0
chr16:78263575-78263688	0
chr16:78231848-78231958	0
chr16:77200224-77200342	
chr16:75526181-75526293	0
chr16:75446133-75446249	
chr16:75445649-75445763	0
chr16:75304024-75304136	0
chr16:75108393-75108503	1
chr16:74962724-74962835	0
chr16:74720130-74720261	0
chr16:74662088-74662199	0
chr16:74621641-74621756	0
chr16:74450797-74450912	
chr16:72787693-72787808	0
chr16:72786884-72786999	0
chr16:72786191-72786306	0
chr16:72784202-72784313	0
chr16:72099193-72099303	0
chr16:71848640-71848751	0
chr16:71790050-71790163	0
chr16:71760180-71760297	0
chr16:71729382-71729501	0
chr16:71729109-71729220	0
chr16:71283198-71283308	0
chr16:70687474-70687597	0
chr16:70667228-70667350	0
chr16:70662974-70663085	
chr16:70662139-70662259	0
chr16:70250073-70250194	0
chr16:70247042-70247152	
chr16:70161231-70161350	1
chr16:70157017-70157129	0
chr16:70018752-70018862	
chr16:69999056-69999166	
chr16:69984465-69984576	
chr16:69700902-69701015	0
chr16:69697889-69698006	
chr16:69697410-69697520	
chr16:69600100-69600213	
chr16:69575584-69575699	
chr16:69374577-69374734	0
chr16:69342382-69342498	0
chr16:69307741-69307857	0
chr16:69307328-69307438	
chr16:69305709-69305823	0
chr16:69302836-69302947	
chr16:69255520-69255635	0
chr16:69251884-69252000	0
chr16:69070696-69070836	0
chr16:68833910-68834024	0
chr16:68833658-68833770	0
chr16:68566072-68566183	0
chr16:68565911-68566026	
chr16:68564791-68564903	
chr16:68360298-68360408	0
chr16:68357007-68357117	0
chr16:68227748-68227862	1
chr16:67842870-67843000	0
chr16:67737142-67737268	0
chr16:67725922-67726038	
chr16:67715785-67715899	0
chr16:67438423-67438545	0
chr16:67431163-67431282	0
chr16:67234722-67234832	0
chr16:67161401-67161517	0
chr16:67099369-67099483	0
chr16:67099115-67099226	0
chr16:67029443-67029556	0
chr16:66723534-66723650	0
chr16:66721282-66721393	0
chr16:66615938-66616049	0
chr16:66394514-66394624	0
chr16:64947313-64947423	0
chr16:58513118-58513247	
chr16:58161524-58161636	0
chr16:58020586-58020696	0
chr16:58020462-58020572	0
chr16:58020360-58020473	0
chr16:57664080-57664190	0
chr16:57253414-57253526	1
chr16:57248283-57248398	0
chr16:57240313-57240428	0
chr16:57239563-57239675	0
chr16:57238989-57239099	0
chr16:57185912-57186023	0
chr16:57043848-57043958	0
chr16:57011362-57011479	0
chr16:56993191-56993303	0
chr16:56684053-56684173	0
chr16:56476371-56476483	0
chr16:56361473-56361584	0
chr16:56356723-56356837	
chr16:54933993-54934104	
chr16:54113761-54113876	1
chr16:54048206-54048323	0
chr16:53851408-53851521	0
chr16:53326820-53326934	0
chr16:52530291-52530404	0
chr16:50317844-50317968	0
chr16:50076654-50076767	0
chr16:48609956-48610067	0
chr16:48542486-48542599	0
chr16:48353446-48353567	0
chr16:48352582-48352692	0
chr16:47700617-47700727	
chr16:47265128-47265240	0
chr16:46956410-46956520	0
chr16:46955804-46955914	0
chr16:46915320-46915433	0
chr16:46802180-46802292	0
chr16:46660075-46660191	0
chr16:46659659-46659770	0
chr16:31452952-31453062	
chr16:31327545-31327671	
chr16:30979933-30980043	0
chr16:30954178-30954293	0
chr16:30949226-30949336	0
chr16:30879939-30880052	0
chr16:30782083-30782194	0
chr16:30749230-30749347	0
chr16:30740025-30740141	0
chr16:30726472-30726588	0
chr16:30603314-30603430	0
chr16:30531744-30531856	0
chr16:30519877-30519995	0
chr16:30222895-30223010	0
chr16:29899060-29899182	0
chr16:29810612-29810726	0
chr16:29668555-29668666	0
chr16:29668366-29668500	0
chr16:29665007-29665118	0
chr16:28966710-28966827	
chr16:28966394-28966515	0
chr16:28966002-28966112	0
chr16:28863843-28863968	0
chr16:28737529-28737640	
chr16:28527656-28527768	
chr16:28168731-28168844	0
chr16:28168552-28168666	0
chr16:27535798-27535910	0
chr16:27329626-27329743	0
chr16:26032376-26032490	0
chr16:24919429-24919543	0
chr16:24824719-24824836	1
chr16:24824580-24824690	0
chr16:24824076-24824187	
chr16:24758264-24758379	0
chr16:24554254-24554365	0
chr16:24553508-24553625	0
chr16:24541143-24541253	0
chr16:24219605-24219753	
