Position	b17f7e44-a968-4207-aa50-3a94ad945de6_wxs_gdc_realn.bam
chrX:40680918-40681028	
chrX:40671749-40671861	0
chrX:40600881-40600994	1
chrX:40071130-40071243	0
chrX:38805514-38805627	0
chrX:38561462-38561584	0
chrX:38479749-38479868	
chrX:38411615-38411730	
chrX:38381274-38381384	0
chrX:38367134-38367251	0
chrX:38285364-38285474	
chrX:37795840-37795987	
chrX:37793847-37793960	
chrX:37667460-37667571	1
chrX:36144666-36144780	0
chrX:36138280-36138393	0
chrX:36099631-36099741	0
chrX:36085633-36085744	
chrX:35966502-35966612	0
chrX:35966440-35966550	
chrX:35925910-35926020	0
chrX:35059754-35059864	
chrX:33041841-33041951	0
chrX:32823391-32823508	0
chrX:32454596-32454709	
chrX:32341971-32342081	
chrX:32287712-32287827	
chrX:31929417-31929534	0
chrX:31478396-31478508	
chrX:31182665-31182775	0
chrX:31177774-31177893	0
chrX:31169241-31169352	
chrX:31126753-31126874	0
chrX:30859634-30859749	
chrX:30859310-30859442	0
chrX:30728892-30729006	
chrX:30707982-30708092	0
chrX:30707278-30707395	0
chrX:30696638-30696757	0
chrX:30677792-30677903	
chrX:30237255-30237366	0
chrX:30219657-30219768	0
chrX:27979003-27979117	
chrX:27747232-27747379	0
chrX:24995733-24995848	0
chrX:24930366-24930476	0
chrX:24814907-24815024	
chrX:24788283-24788397	
chrX:24742109-24742221	0
chrX:24741811-24741923	
chrX:24735612-24735723	
chrX:24732549-24732663	
chrX:24726861-24726972	0
chrX:24717826-24717936	
chrX:24579149-24579263	
chrX:24575286-24575397	0
chrX:24518787-24518930	0
chrX:24498994-24499106	
chrX:24498758-24498870	0
chrX:24429439-24429555	
chrX:24365453-24365563	0
chrX:24364324-24364439	0
chrX:24364206-24364361	0
chrX:24311753-24311865	0
chrX:24207195-24207312	0
chrX:24179119-24179229	0
chrX:24076876-24076997	
chrX:24071822-24071935	
chrX:24066087-24066205	0
chrX:23926968-23927079	
chrX:23916450-23916568	
chrX:23911903-23912019	0
chrX:23783979-23784090	0
chrX:23722514-23722628	0
chrX:23706508-23706630	0
chrX:23704947-23705059	0
chrX:23682227-23682339	
chrX:23674917-23675030	0
chrX:23076580-23076708	0
chrX:22226361-22226473	0
chrX:22168361-22168471	0
chrX:22111646-22111762	
chrX:21971788-21971898	0
chrX:21967043-21967157	0
chrX:21859119-21859229	0
chrX:21839700-21839818	0
chrX:21648744-21648869	0
chrX:21609509-21609632	
chrX:21595032-21595143	0
chrX:21527116-21527231	
chrX:21526736-21526868	1
chrX:21516342-21516452	0
chrX:20234836-20234950	0
chrX:20188434-20188544	0
chrX:20186380-20186494	0
chrX:20176311-20176421	0
chrX:20136200-20136311	
chrX:20135992-20136111	
chrX:20130252-20130381	
chrX:19935552-19935665	
chrX:19670789-19670904	0
chrX:19588831-19588945	
chrX:19413063-19413193	
chrX:19398013-19398133	
chrX:19371016-19371130	0
chrX:19362807-19362924	0
chrX:19345695-19345807	0
chrX:19068632-19068744	0
chrX:19020904-19021014	
chrX:19019498-19019617	0
chrX:19008175-19008285	
chrX:19006258-19006371	0
chrX:18999941-19000061	
chrX:18952300-18952411	
chrX:18910960-18911073	
chrX:18894405-18894517	
chrX:18783665-18783775	
chrX:18782363-18782479	0
chrX:18646102-18646212	
chrX:18613043-18613164	0
chrX:18598266-18598377	
chrX:18581815-18581925	0
chrX:18579685-18579795	0
chrX:18564476-18564600	0
chrX:18325036-18325150	0
chrX:18305178-18305290	0
chrX:18257041-18257151	0
chrX:18180743-18180853	
chrX:18164927-18165042	
chrX:17728499-17728627	
chrX:17725184-17725295	
chrX:17692183-17692297	0
chrX:17068263-17068375	0
chrX:16858818-16858934	0
chrX:16853842-16853955	
chrX:16853539-16853651	
chrX:16754677-16754789	
chrX:16743575-16743690	
chrX:16741923-16742033	
chrX:16741495-16741605	
chrX:16702972-16703092	
chrX:16693011-16693129	0
chrX:16670663-16670773	
chrX:16590846-16590956	0
chrX:15845475-15845585	0
chrX:15804217-15804327	0
chrX:15803931-15804043	0
chrX:15664758-15664868	0
chrX:15652421-15652535	
chrX:15589413-15589524	1
chrX:15575524-15575637	0
chrX:15573511-15573629	
chrX:15536935-15537046	
chrX:15536523-15536637	
chrX:15536452-15536567	0
chrX:15491275-15491385	
chrX:15425809-15425919	0
chrX:15355075-15355186	
chrX:15345986-15346096	
chrX:15314279-15314396	
chrX:15254934-15255047	
chrX:15252130-15252246	0
chrX:15244642-15244753	
chrX:14850681-14850795	
chrX:14850626-14850736	0
chrX:14850310-14850420	
chrX:14690641-14690757	0
chrX:14608850-14608968	0
chrX:14607227-14607342	0
chrX:14604493-14604643	
chrX:14604244-14604354	
chrX:14021383-14021493	0
chrX:13761240-13761352	
chrX:13757583-13757699	
chrX:13751424-13751536	0
chrX:12976698-12976816	0
chrX:12826598-12826718	0
chrX:12826302-12826412	
chrX:12820826-12820938	
chrX:12809920-12810040	0
chrX:12706873-12706991	0
chrX:12498608-12498720	
chrX:11774915-11775025	0
chrX:11290440-11290558	0
chrX:11254666-11254788	0
chrX:11181900-11182015	0
chrX:11169723-11169835	0
chrX:10523143-10523259	0
chrX:10206845-10206955	0
chrX:10141568-10141684	
chrX:10139299-10139422	0
chrX:10134605-10134715	
chrX:10126286-10126400	0
chrX:10122448-10122560	
chrX:10090975-10091088	
chrX:9691385-9691504	
chrX:9654360-9654478	0
chrX:9654104-9654216	0
chrX:9032503-9032615	0
chrX:8795162-8795279	0
chrX:8535408-8535518	0
chrX:8465492-8465602	0
chrX:7844192-7844306	
chrX:7275879-7275996	0
chrX:7105795-7105905	0
chrX:6533519-6533638	0
chrX:6032583-6032696	0
chrX:3621285-3621398	0
chrX:3532059-3532169	
chrX:3319923-3320036	0
chrX:3067970-3068087	0
chrX:3029099-3029222	
chrX:2960435-2960548	
chrX:2960270-2960392	
chrX:2909703-2909815	0
chrX:2904853-2904970	0
chrX:2856702-2856838	
chrX:2814265-2814375	0
chrX:2811449-2811560	0
chrX:2789679-2789809	0
chrX:2737813-2737926	
chrX:2722268-2722388	
chrX:2720570-2720692	0
chrX:2719335-2719449	
chrX:2425092-2425205	0
chrX:2408826-2408937	0
chrX:2408651-2408762	0
chrX:2291659-2291770	0
chrX:1633425-1633543	
chrX:1627583-1627727	0
chrX:1622956-1623068	
chrX:1595575-1595686	0
chrX:1434744-1434860	
chrX:1417760-1417873	
chrX:1386518-1386635	0
chrX:1382620-1382733	
chrX:1348680-1348796	
chrX:1348642-1348755	0
chrX:1345183-1345295	0
chrX:1285651-1285781	0
chrX:1212756-1212889	
chrX:1212368-1212488	0
chrX:1198686-1198833	0
chrX:1197043-1197160	
chrX:1175097-1175207	
chrX:305274-305389	
chrUn_KI270757v1:16553-16672	0
chrUn_KI270757v1:15623-15742	0
chrUn_KI270757v1:15267-15386	0
chrUn_KI270754v1:35865-35981	
chrUn_KI270754v1:33034-33145	
chrUn_KI270754v1:31623-31734	
chrUn_KI270754v1:20345-20456	
chrUn_KI270754v1:16120-16231	
chrUn_KI270751v1:149707-149835	0
chrUn_KI270750v1:95844-95955	0
chrUn_KI270749v1:382-495	0
chrUn_KI270746v1:28104-28214	0
chrUn_KI270744v1:140654-140765	
chrUn_KI270744v1:125054-125199	0
chrUn_KI270744v1:122570-122701	0
chrUn_KI270744v1:118773-118902	0
chrUn_KI270744v1:116281-116420	0
chrUn_KI270744v1:116222-116332	0
chrUn_KI270744v1:111977-112089	0
chrUn_KI270744v1:107512-107663	0
chrUn_KI270744v1:23207-23338	
chrUn_KI270742v1:42499-42616	
chrUn_KI270742v1:42412-42525	
chrUn_KI270742v1:42389-42501	
chrUn_KI270742v1:38299-38411	
chrUn_KI270589v1:43551-43668	0
chrUn_KI270589v1:43526-43645	0
chrUn_KI270589v1:42452-42568	0
chrUn_KI270589v1:41985-42103	0
chrUn_KI270519v1:137066-137185	1
chrUn_KI270519v1:136636-136755	0
chrUn_KI270512v1:21377-21492	0
chrUn_KI270512v1:21342-21465	0
chrUn_KI270442v1:95570-95690	0
chrUn_KI270442v1:95497-95642	0
chrUn_KI270442v1:94802-94927	1
chrUn_KI270442v1:92964-93090	0
chrUn_KI270442v1:89842-89961	0
chrUn_KI270442v1:89825-89941	0
chrUn_KI270442v1:85890-86050	0
chrUn_KI270442v1:82631-82747	0
chrUn_KI270442v1:59069-59185	0
chrUn_KI270442v1:56921-57042	0
chrUn_KI270442v1:56878-56999	0
chrUn_KI270442v1:43940-44071	0
chrUn_KI270442v1:37809-37953	1
chrUn_KI270442v1:14445-14561	0
chrUn_KI270442v1:14390-14519	0
chrUn_KI270438v1:112434-112505	0
chrUn_KI270438v1:112293-112408	0
chrUn_KI270438v1:111482-111598	0
chrUn_KI270438v1:111101-111218	0
chrUn_KI270438v1:110189-110305	0
chrUn_KI270438v1:109826-109946	0
chrUn_KI270438v1:109597-109717	0
chrUn_KI270438v1:109307-109422	0
chrUn_KI270438v1:109226-109341	0
chrUn_KI270438v1:106911-107026	0
chrUn_KI270438v1:105816-105948	1
chrUn_KI270438v1:105394-105510	0
chrUn_KI270438v1:105017-105137	1
chrUn_KI270438v1:104783-104903	0
chrUn_KI270438v1:104538-104658	0
chrUn_KI270438v1:104488-104621	0
chrUn_KI270438v1:104448-104586	0
chrUn_KI270438v1:104367-104482	0
chrUn_KI270438v1:103878-103999	0
chrUn_KI270438v1:102709-102827	0
chrUn_KI270438v1:102079-102197	0
chrUn_KI270438v1:102014-102131	0
chrUn_KI270438v1:46680-46799	0
chrUn_KI270438v1:46589-46706	0
chrUn_KI270435v1:92403-92560	1
chrUn_KI270435v1:92058-92177	0
chrUn_KI270435v1:92004-92122	0
chrUn_KI270435v1:91943-92062	0
chrUn_KI270435v1:91913-92030	0
chrUn_KI270435v1:91898-92017	0
chrUn_KI270330v1:1124-1238	0
chrUn_GL000224v1:13486-13596	
chrUn_GL000224v1:9728-9880	0
chrUn_GL000224v1:9713-9827	0
chrUn_GL000224v1:7216-7342	0
chrUn_GL000224v1:7156-7266	0
chrUn_GL000224v1:3428-3552	1
chrUn_GL000224v1:920-1046	1
chrUn_GL000224v1:860-970	0
chrUn_GL000220v1:155863-155976	
chrUn_GL000220v1:148005-148132	0
chrUn_GL000220v1:147020-147163	0
chrUn_GL000220v1:146632-146747	0
chrUn_GL000220v1:146560-146679	0
chrUn_GL000220v1:146465-146584	0
chrUn_GL000220v1:146387-146499	0
chrUn_GL000220v1:146048-146158	0
chrUn_GL000220v1:145979-146150	0
chrUn_GL000220v1:143705-143829	0
chrUn_GL000220v1:142951-143062	1
chrUn_GL000220v1:142850-142981	0
chrUn_GL000220v1:142067-142180	0
chrUn_GL000220v1:138248-138368	0
chrUn_GL000220v1:136771-136883	0
chrUn_GL000220v1:136656-136769	0
chrUn_GL000220v1:136524-136637	0
chrUn_GL000220v1:136185-136302	0
chrUn_GL000220v1:136127-136260	0
chrUn_GL000220v1:136099-136215	0
chrUn_GL000220v1:135934-136047	0
chrUn_GL000220v1:135793-135903	0
chrUn_GL000220v1:135773-135886	0
chrUn_GL000220v1:135643-135767	0
chrUn_GL000220v1:135630-135741	0
chrUn_GL000220v1:135424-135535	0
chrUn_GL000220v1:134594-134707	0
chrUn_GL000220v1:133613-133724	0
chrUn_GL000220v1:133519-133654	0
chrUn_GL000220v1:133495-133622	0
chrUn_GL000220v1:133381-133494	0
chrUn_GL000220v1:133295-133406	0
chrUn_GL000220v1:133164-133279	0
chrUn_GL000220v1:133083-133195	0
chrUn_GL000220v1:132879-132994	0
chrUn_GL000220v1:132739-132877	0
chrUn_GL000220v1:132644-132757	0
chrUn_GL000220v1:132568-132682	0
chrUn_GL000220v1:132320-132445	0
chrUn_GL000220v1:132221-132335	0
chrUn_GL000220v1:132091-132211	0
chrUn_GL000220v1:132036-132151	0
chrUn_GL000220v1:131761-131890	0
chrUn_GL000220v1:131642-131757	0
chrUn_GL000220v1:131521-131643	0
chrUn_GL000220v1:131480-131594	0
chrUn_GL000220v1:131314-131429	0
chrUn_GL000220v1:131187-131302	0
chrUn_GL000220v1:130983-131126	0
chrUn_GL000220v1:130610-130737	0
chrUn_GL000220v1:129993-130141	0
chrUn_GL000220v1:129263-129375	0
chrUn_GL000220v1:129138-129249	0
chrUn_GL000220v1:129102-129222	0
chrUn_GL000220v1:128969-129114	0
chrUn_GL000220v1:128867-128980	0
chrUn_GL000220v1:128524-128646	0
chrUn_GL000220v1:128501-128612	0
chrUn_GL000220v1:128362-128476	0
chrUn_GL000220v1:128263-128374	0
chrUn_GL000220v1:128232-128350	0
chrUn_GL000220v1:127997-128110	0
chrUn_GL000220v1:127945-128060	0
chrUn_GL000220v1:127862-127990	0
chrUn_GL000220v1:127740-127857	0
chrUn_GL000220v1:127615-127726	0
chrUn_GL000220v1:127600-127714	0
chrUn_GL000220v1:127455-127567	0
chrUn_GL000220v1:127428-127542	0
chrUn_GL000220v1:127389-127504	0
chrUn_GL000220v1:127262-127393	0
chrUn_GL000220v1:127172-127283	0
chrUn_GL000220v1:127039-127158	0
chrUn_GL000220v1:126897-127010	0
chrUn_GL000220v1:126532-126676	0
chrUn_GL000220v1:125676-125787	0
chrUn_GL000220v1:125552-125668	0
chrUn_GL000220v1:125193-125312	0
chrUn_GL000220v1:124644-124787	1
chrUn_GL000220v1:123792-123927	0
chrUn_GL000220v1:123136-123250	0
chrUn_GL000220v1:122091-122241	0
chrUn_GL000220v1:121403-121552	0
chrUn_GL000220v1:121188-121337	0
chrUn_GL000220v1:120984-121103	0
chrUn_GL000220v1:120775-120914	0
chrUn_GL000220v1:120392-120542	1
chrUn_GL000220v1:120119-120233	0
chrUn_GL000220v1:120087-120210	0
chrUn_GL000220v1:119564-119677	0
chrUn_GL000220v1:119527-119659	0
chrUn_GL000220v1:119492-119608	0
chrUn_GL000220v1:119443-119576	0
chrUn_GL000220v1:119335-119492	0
chrUn_GL000220v1:111891-112004	
chrUn_GL000220v1:104208-104346	0
chrUn_GL000220v1:104029-104156	0
chrUn_GL000220v1:103044-103187	0
chrUn_GL000220v1:102656-102771	0
chrUn_GL000220v1:102584-102703	0
chrUn_GL000220v1:102489-102608	0
chrUn_GL000220v1:102411-102523	0
chrUn_GL000220v1:102072-102182	0
chrUn_GL000220v1:102009-102174	0
chrUn_GL000216v2:84946-85095	0
chrUn_GL000216v2:80364-80483	0
chrUn_GL000216v2:80339-80463	0
chrUn_GL000216v2:80314-80438	0
chrUn_GL000216v2:80269-80413	0
chrUn_GL000216v2:80234-80368	0
chrUn_GL000216v2:80164-80308	0
chrUn_GL000216v2:80139-80263	0
chrUn_GL000216v2:80049-80208	1
chrUn_GL000216v2:79934-80083	0
chrUn_GL000216v2:27878-27994	0
chrUn_GL000216v2:27758-27917	0
chrUn_GL000216v2:27200-27319	0
chrUn_GL000216v2:27129-27268	0
chrUn_GL000216v2:26904-27020	0
chrUn_GL000216v2:26446-26562	0
chrUn_GL000216v2:22758-22882	0
chrUn_GL000216v2:19481-19599	0
chrUn_GL000216v2:19405-19540	0
chrUn_GL000216v2:19199-19335	0
chrUn_GL000216v2:18005-18144	0
chrUn_GL000216v2:16108-16262	0
chrUn_GL000216v2:14863-14994	0
chrUn_GL000216v2:13012-13128	0
chrUn_GL000216v2:11717-11837	0
chrUn_GL000216v2:11688-11806	0
chrUn_GL000216v2:11658-11782	0
chrUn_GL000216v2:11180-11300	1
chrUn_GL000216v2:11140-11268	0
chrUn_GL000216v2:10963-11081	0
chrUn_GL000216v2:10315-10454	0
chrUn_GL000216v2:8408-8531	0
chrUn_GL000216v2:7622-7737	0
chrUn_GL000216v2:7597-7717	0
chrUn_GL000216v2:6745-6863	0
chrUn_GL000216v2:6326-6462	0
chrUn_GL000216v2:6266-6395	0
chrUn_GL000216v2:5851-5972	0
chrUn_GL000216v2:5772-5913	0
chrUn_GL000216v2:2012-2138	0
chrUn_GL000216v2:1942-2091	0
chrUn_GL000216v2:1052-1172	0
chrUn_GL000216v2:711-831	0
chrUn_GL000216v2:646-802	0
chrUn_GL000216v2:571-699	0
chrUn_GL000216v2:243-361	0
chrUn_GL000216v2:187-312	0
chrUn_GL000216v2:17-133	0
chrUn_GL000214v1:126269-126379	0
chrM:463-574	0
chr22_KI270737v1_random:38551-38696	0
chr22_KI270737v1_random:33335-33451	0
chr22_KI270737v1_random:33280-33434	0
chr22_KI270737v1_random:32971-33095	0
chr22_KI270737v1_random:32926-33070	0
chr22_KI270737v1_random:32086-32201	0
chr22_KI270736v1_random:181259-181383	0
chr22_KI270736v1_random:181178-181293	0
chr22_KI270736v1_random:181116-181235	0
chr22_KI270736v1_random:181000-181121	1
chr22_KI270736v1_random:180860-180976	1
chr22_KI270736v1_random:180677-180795	0
chr22_KI270736v1_random:180534-180658	0
chr22_KI270736v1_random:180492-180608	0
chr22_KI270736v1_random:180144-180265	0
chr22_KI270736v1_random:175242-175364	0
chr22_KI270736v1_random:174680-174802	0
chr22_KI270736v1_random:173086-173201	0
chr22_KI270736v1_random:172913-173033	0
chr22_KI270736v1_random:172866-172982	0
chr22_KI270736v1_random:171440-171583	0
chr22_KI270736v1_random:171380-171519	0
chr22_KI270736v1_random:171350-171466	0
chr22_KI270736v1_random:171302-171419	0
chr22_KI270736v1_random:171157-171278	0
chr22_KI270736v1_random:170762-170880	0
chr22_KI270736v1_random:167825-167944	0
chr22_KI270736v1_random:167389-167508	0
chr22_KI270736v1_random:162616-162735	0
chr22_KI270736v1_random:162598-162715	0
chr22_KI270736v1_random:162578-162697	0
chr22_KI270736v1_random:157614-157730	0
chr22_KI270736v1_random:156647-156764	0
chr22_KI270736v1_random:147830-147980	0
chr22_KI270736v1_random:119130-119245	0
chr22_KI270736v1_random:115604-115720	0
chr22_KI270736v1_random:115575-115694	0
chr22_KI270736v1_random:113033-113152	0
chr22_KI270736v1_random:103160-103285	0
chr22_KI270736v1_random:99120-99242	0
chr22_KI270736v1_random:97004-97121	0
chr22_KI270736v1_random:92802-92924	0
chr22_KI270736v1_random:83531-83647	0
chr22_KI270736v1_random:73925-74064	0
chr22_KI270736v1_random:64824-64947	0
chr22_KI270736v1_random:64803-64922	0
chr22_KI270736v1_random:63354-63480	0
chr22_KI270736v1_random:62676-62800	1
chr22_KI270736v1_random:58690-58809	0
chr22_KI270736v1_random:58551-58669	0
chr22_KI270736v1_random:58493-58609	0
chr22_KI270736v1_random:53389-53514	0
chr22_KI270736v1_random:52790-52909	0
chr22_KI270735v1_random:42360-42479	0
chr22_KI270735v1_random:42345-42464	0
chr22_KI270735v1_random:42110-42225	0
chr22_KI270735v1_random:41081-41197	0
chr22_KI270735v1_random:41024-41144	0
chr22_KI270735v1_random:40954-41123	0
chr22_KI270735v1_random:40914-41043	0
chr22_KI270735v1_random:40814-40968	0
chr22_KI270735v1_random:40312-40433	0
chr22_KI270735v1_random:39895-40011	0
chr22_KI270735v1_random:39825-39954	0
chr22_KI270735v1_random:39790-39924	0
chr22_KI270735v1_random:39760-39889	0
chr22_KI270735v1_random:39695-39859	0
chr22_KI270734v1_random:8094-8204	
chr22_KI270733v1_random:173822-173935	
chr22_KI270733v1_random:164992-165110	0
chr22_KI270733v1_random:164753-164868	0
chr22_KI270733v1_random:164627-164743	0
chr22_KI270733v1_random:164591-164706	0
chr22_KI270733v1_random:164506-164625	1
chr22_KI270733v1_random:164329-164445	0
chr22_KI270733v1_random:163990-164100	0
chr22_KI270733v1_random:163936-164092	0
chr22_KI270733v1_random:163123-163235	0
chr22_KI270733v1_random:162708-162871	
chr22_KI270733v1_random:160936-161047	0
chr22_KI270733v1_random:160051-160169	0
chr22_KI270733v1_random:156344-156461	1
chr22_KI270733v1_random:154748-154860	0
chr22_KI270733v1_random:154733-154847	0
chr22_KI270733v1_random:154713-154836	0
chr22_KI270733v1_random:154426-154555	0
chr22_KI270733v1_random:154250-154366	0
chr22_KI270733v1_random:154169-154286	0
chr22_KI270733v1_random:154115-154244	0
chr22_KI270733v1_random:154087-154203	0
chr22_KI270733v1_random:153920-154033	0
chr22_KI270733v1_random:153779-153889	0
chr22_KI270733v1_random:153705-153831	0
chr22_KI270733v1_random:153623-153745	0
chr22_KI270733v1_random:153610-153721	0
chr22_KI270733v1_random:152571-152684	0
chr22_KI270733v1_random:151591-151702	0
chr22_KI270733v1_random:151571-151684	
chr22_KI270733v1_random:151437-151555	0
chr22_KI270733v1_random:151383-151496	0
